entry,word,translation,partofspeech
2886,behind somebody's back,a las,(to do something)
2887,behind;after,despues;atras,
2888,bejewelled,yeno de djoya,
2889,believe,kreyer,
2890,belly,tripa,
2891,belt,sintura,
2892,benediction,beraha;bendision,
2893,besides;moreover,indemas,
2894,besides;moreover,por demaziya;indemas,
2895,better,mijor,
2896,between;among,entre,
2897,Bible,Bíblia;Bíblya,
2898,bicycle,bisikleta,
2899,big,grande,
2900,big slice,tajada,
2901,billfold;wallet,portofolio,
2902,bird,pasharo,
2903,blind,siego/a,
2904,blond,blondo/a,
2905,blood,sangre,
2906,blue,blu,
2907,body,puerpo;kuerpo,
2908,boil,buyir,
2909,bone,gueso,
2910,bore,enfasyar,
2911,boredom,infasio,
2912,Bosphorus,Bosfor,
2913,bottom;background,fondo,
2914,boy;girl,muchacho/a,
2915,boy;son,,(m/f)
2916,boy;son,,(m/f)
2917,brain,meoyo,
2918,brake,freno,
2919,branch,ramo,
2920,brave,korajozo,
2921,bravery,bravura,
2922,bread,pan,
2923,break,romper,
2924,breeches,bragas,
2925,bridge,ponte,
2926,briefcase,chanta de ombre,
2927,briefcase,portofolio de dokumentos,
2928,brig,brig,
2929,bring,traer,
2930,bring near,aserkar,
2931,brother,ermano,
2932,build,konstruir,
2933,bull,toro,
2934,bull-fighter,torero,
2935,burial;funeral,enterramiento,
2936,burn,kemar,
2937,burnt,kemado/a,
2938,burst,eksplozar,
2939,bury,enterrar,
2940,bus;motor-coach,otobus,
2941,business;trade,negosio;echo,
2942,but,ma,
2943,but,ma,
2944,butcher,kasap;karnesero,
2945,Butterfly,Pozaflor;papiyon,
2946,buy,merkar,
2947,by;for,por,
2948,cabbage,kol,
2949,cabin,kamara,
2950,cake,pasta;pastel,
2951,calculation,kalkolo,
2952,calm,kalmo/a,
2953,cannon,kanon,
2954,cap,takia,
2955,capable,kapachi,
2956,capacity;ability,kapachedad,
2957,capacity;ability,kapachitad,
2958,capital letter,majiskula,
2959,cardiac,kardiako/a,
2960,careless,deskudiado/a,
2961,carelessness,deskudio,
2962,caress;pat,karesar,
2963,carry;take,yevar,
2964,case;cashier's office,kasha,
2965,case;event,kavzo,
2966,cast a shadow on,asolombrar,
2967,castanets,kastanyetas,
2968,Castilian,kasteyáno;kastilyáno,
2969,cat,gato,
2970,catch cold,aferrár abasháda,
2971,cause,kavzar,
2972,cause,kavza,
2973,celebrate,selebrar,
2974,cell,selula,
2975,cemetery,sementario;betahayim,
2976,center,sentro,
2977,chair,siya,
2978,change,trokar,
2979,change one's mind,trokar de opinion,
2980,chant;song,kánto,
2981,character,karakter,
2982,charity,bienfezensia,
2983,cheek,kára,
2984,chemist,kimiko/a,
2985,chemistry,kimika,
2986,chest,pecho,
2987,chestnut-coloured,shaten,
2988,chew,mashkar,
2989,chewing-gum,chiklet,
2990,chicken;chick,poyo,
2991,chief,shef,
2992,chief;hothead,kapo,
2993,child,kreatura,
2994,child,kriatura,
2995,chin,keshada,
2996,Chinese,kinezo/a,
2997,chocolate,chicolata,
2998,choir,koro,
2999,choose,eskojer,
3000,christian,kristiáno;kristiána,
3001,Christmas,Noel,
3002,cigarette,sigaro,
3003,cinema,sinema,
3004,circulate,sirkular,
3005,circulation;traffic,sirkulasion,
3006,circumstance,sirkunstansia,
3007,city,sivdad,
3008,civil,sivil,
3009,class,klasa,
3010,classic,klasiko/a,
3011,clear,klaro/a,
3012,client,kliente,
3013,cloth;goods;merchandise,ropa,
3014,cloudy,nuvlozo,
3015,clown,paylacho,
3016,clue,indisio,
3017,coach;carriage,karosa,
3018,coal,karvon,
3019,cock,gayo,
3020,coffee;café,kavé;kafé,
3021,coincide,koensidar,
3022,cold blood;sang-froid,sangre fria;kalmo,
3023,colleague,kolego/a,
3024,collect,arrekojer;rekojer,
3025,Romansero Sefaradi dize,,
3026,Cologne water,kolonya,
3027,colony,koloniya,
3028,column,kolona,
3029,comb oneself,peynarse,
3030,combination,kombinasion,
3031,come,venir,
3032,come on,áyde,
3033,comedy,komedia,
3034,comestible,de komer,
3035,commander,komandante,
3036,commandment,enkomendansa,
3037,comments;remarks;commentary,komentário,
3038,common,komun,
3039,communicate,komunikar,
3040,community,komunidád;komunitá,
3041,companion,kompanyero/a,
3042,competitive,kompetitivo/a,
3043,complain,kesharse,
3044,completed,komplido,
3045,completely,kompletamente,
3046,compliment,komplimento;komplimieento,
3047,compound,kompuesto,
3048,computer,komputadóra;kompúter,
3049,computer science,enformatika,
3050,concede,dar razon,
3051,concert,konserto,
3052,conclusion,konkluzion,
3053,condemnation;sentence,kondanasion,
3054,condition,kondision,
3055,conduct,kondukta,
3056,conductor,konduktor/a,
3057,confidence,konfiensa,
3058,confidence;secret,konfidensia,
3059,confuse;mix;mingle,konfonder,
3060,confused,konfuzo/a,
3061,congratulation,felisitasion,
3062,congress,kongreso,
3063,conquer,konkuistar,
3064,conscience,konsensia;konsensya,
3065,consent,konsentir,
3066,consequence,konsekuensa,
3067,consequently,por konsekuensa,
3068,consider,konsiderar,
3069,consider oneself,konsiderarse,
3070,consonant,konsonante,
3071,constant,konstante,
3072,consternation,konsternasion,
3073,consulate,konsolato,
3074,consulate,konsul,
3075,contain;keep in check,kontener,
3076,contemplate,kontemplar,
3077,content;pleased,kontente,
3078,context,konteksto,
3079,continue;proceed,kontinuar,
3080,continuity,kontinuidad,
3081,continuous,kontinuado,
3082,contrary,kontrario,
3083,contribution,kontribusyon,
3084,control,kontrolar,
3085,convince,konvenser,
3086,cook,kozer,
3087,copy,kopia;kopya,
3088,corn,kayo,(in foot)
3089,corner,kanton,
3090,corner,punta,
3091,correct,korijar,
3092,correctly,korektamente,
3093,corridor,koridor,
3094,corroborate,konfirmar,
3095,cost,kostar,
3096,costume;suit,komple;kostum,
3097,count;tell,kontar,
3098,counter;stand,kontuar,
3099,country,payis,
3100,courage,koraje,
3101,course,korso,
3102,course,kúrso,
3103,Court,Korte,
3104,courtesy,politeza,
3105,cousin,primo/a,
3106,cover,kuvrir;kuvijar,
3107,cow,vaka,
3108,coward,espantozo,
3109,craft;trade,ofisio,
3110,cream caramel,krem karamel,
3111,create,krear,
3112,creature,kriansa,
3113,crime,krimen,
3114,crisis,kriza,
3115,criterion,kriter,
3116,cross,pasar enfrente,
3117,crusade,kruzada,
3118,cry,yorar,
3119,cuffs,mansheta,
3120,cultivated,kultivado/a,
3121,cultural,kulturál,
3122,culture,kultura,
3123,cup,tasa;kupa,
3124,curiosity,kuriozita,
3125,curious,kuriozo/a,
3126,curiously,kuriozamente,
3127,current,korriente,
3128,curtain,kortina,
3129,curve,viraje,
3130,custom;habit,kostúmbre,
3131,cut,kortar,
3132,dad,papa,
3133,daily,kotidiano/a,
3134,damned,maldicho/a,
3135,dance,bayle,
3136,dare,ozar,
3137,dare,tener ozadia,
3138,dark,eskuro,
3139,dark;brown,moreno/a,
3140,darkness,eskuridad,
3141,date,data,
3142,date,dáta,
3143,dawn,madrugada,
3144,day,dia;diya,
3145,day,diya/dia,
3146,day after tomorrow,pasado amanyana,
3147,dear,kerido/a,
3148,dear;expensive,karo/a,
3149,decease;death,muerte,
3150,deceased,defunkto/a,
3151,decide,desidar,
3152,decide,dechidir,
3153,decide,dechidirse,
3154,dedicate oneself,dedikarse,
3155,deep;profound,profundo,
3156,defend oneself,defenderse,
3157,defend;protect;forbid,defender,
3158,delay,retardo,
3159,delegate,delegar,
3160,deliver,entregar,
3161,democracy,demokrasia,
3162,demonstrate,demostrar,
3163,dentist,dientisto/a,
3164,deny,enyegar,
3165,depend,depender,
3166,describe,deskrivir,
3167,description,deskripsion,
3168,desert,dezierto,
3169,desert,savor de boka,
3170,deserve,mereser,
3171,despair,dezesperarse,
3172,despatch,espedir,
3173,destiny,destino,
3174,destroy,destruir,
3175,detail,detalio;detalyo,
3176,develop,dezvelopar,
3177,devil,diavlo,
3178,devour,devorar,
3179,dialect,dialékto,
3180,diaspora,diaspora,
3181,dice,dado,
3182,dictionary,diksionário;diksionáryo,
3183,die;expire;pass away,murir,
3184,difference;disparity,diferensia,
3185,different;un like,diferénte,
3186,difficult,zor,
3187,difficult,difísil,
3188,difficulty,difikultad,
3189,diffuse,difuzar,
3190,diffusion,difuzyon,
3191,dignity,dinyidad,
3192,dine,senar;komer por la noche,
3193,dinner,sena,
3194,direct,direkto/a,
3195,direction;address,direksion;adreso,
3196,directly,direktamente,
3197,director;manager,direktór,
3198,dirty,ensuziar,
3199,dirty,suzio/a,
3200,discourage,deskorajar,
3201,discuss;argue,diskutir,
3202,discussion;argument,diskusion,
3203,disdain,desdenio,
3204,disk,disko,
3205,disorder;confusion,dezorden;konfuzion,
3206,disorderly,desordenado/a,
3207,distinguish,distinguir,
3208,disturb,aturvar,
3209,dive down,presipitado abasho,
3210,diverse,diverso,
3211,divorcee,kito,
3212,do,azer,
3213,do;make,fazer,
3214,doctor,mediko;doktor,
3215,doctor,doktor,
3216,dog,perro,
3217,doll,kukla,
3218,dollar,dolar,
3219,domestic,domestiko/a;de kaza,
3220,dominion;power,dominasion,
3221,door,puerta,
3222,double;fold up,doblar,
3223,double;fold up,dublar,
3224,doubt,dubio,
3225,dough,mása,
3226,dream,sonyar,
3227,dress;get dressed,vestirse,
3228,drink,bever,
3229,drive,konduzir,
3230,driver,shofor,
3231,drum,tambur,
3232,drunk,borracho/a,
3233,dry,sekar,
3234,duration,durasion,
3235,during,durante,
3236,ear,oreja,
3237,early,temprano,
3238,east,este,
3239,edge,bodre,
3240,edict;decree,dekreto,
3241,edit,editar,
3242,effort,esforso,
3243,egg,guevo,
3244,eighth,ochen,
3245,elbow,kovdo,
3246,elect,elijir,
3247,election,eleksion,
3248,electrical home appliances,intrumiento de kaza,
3249,electricity,elektrisita,
3250,electronics,elektronika,
3251,eleven,onze,
3252,embargo,embargo,
3253,embroider,brodar,
3254,emerald,esmeralda,
3255,emission,emision,
3256,emperor,imperador,
3257,empire,imperio,
3258,employee,empiegado/a,
3259,empty,vaziyo/a,
3260,encourage,enkorajar,
3261,engagement,espozorio,
3262,enough,ya basta,
3263,enough;quite,bastánte,
3264,enter,entrar,
3265,enterprise,entreprisa,
3266,entertain,azer pasar el tiempo,
3267,enthusiasm,entuziasmo,
3268,entirely,enteramente,
3269,entrance,entrada,
3270,entrust,konfiar,
3271,envy;jealousy,embidia,
3272,epoch;period;time,epóka,
3273,equal;same,igual,
3274,especially,espesialménte,
3275,establish,estableser,
3276,esteem,estimár,
3277,esteemed,estimádo,
3278,etc;et caetera;and so on,Ets;etsétera,
3279,Europe,Evropa,
3280,eve;day before,arba,
3281,every,kada,
3282,evil,mal,
3283,evil eye,aynara,
3284,examination,egzamen,
3285,examine,egzaminar,
3286,example,egzempio,
3287,example,enshémplo,
3288,excellent,ekselente,
3289,except,ekseptado,
3290,except,si no,
3291,exception,eksepsion,
3292,exclaim,esklamar,
3293,excommunicated person;rascal;scoundrel,,
3294,excuse,ekskuza,
3295,excuse,eskuzar,
3296,excuse;exonerate,diskulpar,
3297,execute,egzekutir,
3298,exemplary,egzemplar,
3299,exercise,egzersis,
3300,exile,egziliar,
3301,exist,egzistir,
3302,exit,salida,
3303,experiment,eksperimentar,
3304,explain,eksplikar;dar a entender,
3305,explanation,eksplikasion,
3306,explode,eksplozar,
3307,explore,eksplorar,
3308,explosion,eksplozion,
3309,expose,ekspozar,
3310,exposition,ekspozision,
3311,express,ekspresar,
3312,extend,espandir,
3313,extensive,espandido/a;ancho,
3314,exultant,egzaltado/a,
3315,eyebrow,seja,
3316,eyelash,pestanya,
3317,eyelid,parparo,
3318,ezpulsion;ejection,ekspulsion,
3319,face,fácha;faz;kára,
3320,face;shape,figura,
3321,face;side,kára,
3322,fact,fakto,
3323,fail the exam,no reushir el egzamen,
3324,fairy,fada,
3325,faith;belief,fey,
3326,fall,kayer,
3327,fame,fama,
3328,familiar,familiar;familyar,
3329,family,familial;familyal,(adj)
3330,famous,famozo/a,
3331,fantastic,fantastiko/a,
3332,far,leshano/a,
3333,farmyard;patio,kortijo,
3334,fascist,fashisto/a,
3335,fashion show,defile,
3336,fat,godro/a,
3337,fated,fadado/a,
3338,father,padre,
3339,father,,(m/f)
3340,fatness;fat,godrura;gudrura,
3341,fatten,engodrar,
3342,fault,kulpa,
3343,fault;error,falta,
3344,favour,favor,
3345,favour,hatir,
3346,fear,tener temor,
3347,fear;fright;terror,espanto,
3348,fearsome,espantavle,
3349,feast,fiesta,
3350,feast,fiestar,
3351,federation,federasion,
3352,feel comfortable,estar repozado,
3353,feel good,sentirse bien,
3354,feel uncomfortable,estar desrepozado,
3355,feeling,sentimiento,
3356,fever,kayentura,
3357,fiancé;fiancée;newly-wed,nóvio;nóvyo/nóvia;,
3358,field,kampo;terreno,
3359,fifth,sinken,
3360,fifty,sinkuenta,
3361,fig,igo,
3362,fill;stuff,inchir,
3363,film;movie,filmo,
3364,final;end,final,
3365,finally,a la fin,
3366,finally,enfin,
3367,finally,finalmente,
3368,financial,de banka,
3369,find,topar,
3370,find out,tomar haber;informarse,
3371,find;meet,enkontrar,
3372,find;meet,enkontrarse,
3373,finger,dedo,
3374,finish,eskapar,
3375,finish off,arrematar,
3376,first,primero/a,
3377,first-born,bohór/bohóra,
3378,fish,peshkar,
3379,koza,De peshkado i agua de mar,
3380,fist,punyo,
3381,fit,kaver,
3382,five,sinko,
3383,flame,flama,
3384,fleet,flota,
3385,flirtatious remark,shakaruka,
3386,floor,patin,
3387,florist,floristo/a,
3388,flour,arina,
3389,flower,flor,
3390,fly,bolar,
3391,fly,moshka,
3392,folklore,folklór,
3393,follow,seguir;perseguir;ir detras,
3394,follow,siguir,
3395,foot,pie,
3396,football,futbol,
3397,for what,por ke,
3398,force;compel,ovligar,
3399,force;strength,fuérsa;huérsa,
3400,forecast,previsto,
3401,forehead,frente,
3402,fork,piron,
3403,form;shape,forma,
3404,form;shape,formar,
3405,foundation,fondasion,
3406,four,kuatro,
3407,fox,renar,
3408,fox,renar,
3409,frame,kuadro,
3410,frame,kuadro,
3411,frank;open;Frankish,fránko;fránka,
3412,free,libre;libero,
3413,freedom,libertad,
3414,French,fransez,
3415,fresh,fresko/a,
3416,frighten,espantar,
3417,from bad to worse,ir de mal en peor,
3418,from time to time,de vez en kuando,
3419,frontier,frontiera,
3420,fruit,fruta,
3421,fruit,de fruta,(tree)
3422,fruit bowl,frutiera,
3423,fruit seller,frutero,
3424,fulfil,komplir,
3425,full,yeno/a,
3426,full;fed up,arto/a,
3427,function,fonksionar,
3428,function,fonksion,
3429,furniture,moble,
3430,future,futúro,
3431,gardener,guertalano/a,
3432,gas station,estasion de benzin,
3433,gas;petrol,petrolio,
3434,gender,djenero,
3435,generation,jenerasion,
3436,generous,jenerozo/a,
3437,gentleman,sinyor,
3438,geranium,jeraniom,
3439,gesture,djesto,
3440,get attached,atarse,
3441,get damaged,estropiarse,
3442,get dressed,vistirse,
3443,get suntanned,kemarse del sol,
3444,get together,reunirse,
3445,gibberish,patrania,
3446,girl;daughter,ija,
3447,give,dar,
3448,give birth,meter al mundo,
3449,give birth,parir,
3450,give up,arrepentirse;esvachearse,
3451,glass,vidro,
3452,glass;tumbler,kupa,
3453,go,irse,
3454,go across,traversar,
3455,go out,salir,
3456,go over,pasar al enemigo,(to enemy)
3457,go shopping,ir a komprar/emplear,
3458,go;march;suit,ir,
3459,go;split,partir,
3460,goal,búto,
3461,God,Dio,
3462,gold,oro,
3463,good ;nice,dobro,
3464,good luck,dícha,
3465,good;OK,bueno,
3466,gossip,estórias;istórias;estóryas,
3467,government,governo,
3468,grace,grasia,
3469,gracefulness,gayardiya,
3470,grade,grado,
3471,grammar,gramer,
3472,grammer,gramátika,
3473,grandfather,nono,
3474,grandfather,papu;nono;granpapa,
3475,grandfather;grandmother,avuelo;avuela,
3476,grandmother,vava;nona;granmama,
3477,grass,yerva,
3478,grate,rayador,
3479,grate,rayar,
3480,grave;serious,grave,
3481,gravy,kaldo,
3482,graze,komer yerva,
3483,green,vedre,
3484,grey,grizo/a,
3485,grocer,bakal,
3486,grow,engrandeser,
3487,grow;increase,kreser,
3488,guest,invitado/a,
3489,guest,musafir,
3490,guide,giador/a,
3491,guitar,gitara,
3492,gunpowder,polvora,
3493,gust,bora,
3494,haberdashery,merseriya,
3495,habit,manya,
3496,hairdresser;barber,kuafor;berber,
3497,half,mitad,
3498,half,média,
3499,hamburger,hamburger,
3500,hand,mano,
3501,hang,enkolgar,
3502,hang,pender,(person)
3503,happiness;felicity,felisida,
3504,happiness;luck;good fortune,bonora,
3505,happy,feliche,
3506,hard,duro/a,
3507,hard-working;industrious,laboriozo/a,
3508,have,aver,
3509,have a good time,divertirse,
3510,have a good time,eglenearse,
3511,have lunch,komer por midi,
3512,have;hold,tener,
3513,hay,yerva seka,
3514,head,kavesa,
3515,heal;cure,sanar,
3516,health,sanedad,
3517,heap,monton,
3518,heart,korason,
3519,heat,kalor,
3520,heaviness;weight,pezgades,
3521,Hebrew,ebreo,
3522,Hebrew,ivrít,
3523,hell,inferno,
3524,hell,ginnam,
3525,hen,gayina,
3526,henhouse,gayinero,
3527,hero,eroe,
3528,hiccough;hiccup,tener sangluto,
3529,hidden,eskondido/a,
3530,hide,eskonderse,
3531,hide;keep,guadrar,
3532,high school,kolej;lise,
3533,him;to him;to her;to it,le,
3534,hoe,kavakadura,
3535,hold os in check,kontenerse,
3536,holiday,vakansas,
3537,homage,omenaje,
3538,honour,onor,
3539,hope,esperansa,
3540,hope,esperar,
3541,horrible,orivle,
3542,horse,kavayo,
3543,hospital,ospital;espital;eshpital;ispital,
3544,hospitality,ospitalidad,
3545,hot,kayente,
3546,hot flushes;reddening of the face,alhamóra;,
3547,hot;peppery,pikante,
3548,house,kaza,
3549,how,komo,
3550,how many;all those,kuántos;kuántas,
3551,how much,kuánto,
3552,howl,echar chiyo,
3553,humanity,umanidad,
3554,humiliate,umiliar;arrebashar,
3555,humiliation,umiliasion,
3556,Hungary,Ungaria,
3557,hunt,kasar,
3558,hurl,echar kon fuersa,
3559,hurl,echar,
3560,hurry,apresurarse,
3561,hurry;haste,prisa,
3562,hurt,ergueler,
3563,hurt,ferido/a,
3564,husband,marído,
3565,idea,idea,
3566,idle;lazy,haragán;haragana/paresozo;,
3567,ill;sick,hazino/a,
3568,illness;sickness,hazinura,
3569,illuminate,arrelumbrar;asender,
3570,illusion,iluzion,
3571,image,imaje,
3572,imagine,imajinar,
3573,imbroglio;tangle,embrolio,
3574,imitate,imitar,
3575,immediately,imediatamente,
3576,immediately;at once,devista;pishin,
3577,immense,imenso/a,
3578,impatient,impasiente,
3579,impediment,impedimiento,
3580,impose,forsar,
3581,impossible,emposivle,
3582,improve;recover,amijorarse,
3583,imprudence,imprudensia,
3584,in front,delantre,
3585,in respect to,en raporto a,
3586,in the middle;obvious,en medio,
3587,in;into;upon;at;by,en,
3588,inauguration;opening,seremonia de aviertura,
3589,incident,insidente,
3590,incline,enklinar,
3591,include,inkluir,
3592,included,inkluzo,
3593,inconvenient,inkonvenivle,
3594,index-finger,segundo dedo,
3595,industrial,industrial,
3596,infirmary,enfirmeria,
3597,influence,influensa,
3598,inform,dar haber;informar,
3599,inform,informar,
3600,information,informasion,
3601,infrastructure,infrastruktura,
3602,inheritance,erensia,
3603,inheritance,patrimonyo,
3604,initial,inisial/a,
3605,initiate,inisiar,
3606,injury;wound,ferida,
3607,inn;motel,motel,
3608,innocent,inosente,
3609,inquisition;inquiry,inkizision,
3610,insecurity,inseguridad,
3611,institute,institúto,
3612,intelligent,intelijente,
3613,intensify,intensifikar,
3614,intention,entision,
3615,interest,enteresar,
3616,interrupt,enteromper,
3617,intestine;gut,intestino,
3618,intimacy,intimidad,
3619,intricate,entrafikado;komplikado,
3620,introduce,introduzir,
3621,introduction,introduksion,
3622,invalid,enfirmo/a,
3623,invent,enventar,
3624,invest,investir,
3625,investigation,investigasion,
3626,investigator,investigador,
3627,invitation,invitasion,
3628,invite,envitar,
3629,invite,invitar,
3630,iron,dar uti,
3631,irrigate,arrufyar,
3632,Istanbul,Estanbol,
3633,jack-knife,navaja,
3634,jacket,djaketa,
3635,January,Jenero,
3636,January,enéro,
3637,japanese,japonezo/a,
3638,jealousy,selo,
3639,jersey;sweater,triko;sueter,
3640,Jew,djudio/a,
3641,jewel,djoya,
3642,jeweler,djoyero,
3643,Jewish Grand Pardon and Fasting Day,Kipur,
3644,joined;together,djuntos,
3645,joke,shaka,
3646,judaism,djudaísmo,
3647,juice,sumo,
3648,July,djulio,
3649,jump;launch out,lansarse;echarse,
3650,June,júnio,
3651,jungle,shara tropikal,
3652,just;right;fair,djústo,
3653,keep quiet,kayarse,
3654,key,yave,
3655,kill,matar,
3656,kilo,kilo,
3657,kilometre,kilometro,
3658,King,Rey,
3659,kiss,bezar,
3660,kiss,bézo,
3661,kitchen,kozína;kuzína;mutpák,
3662,knee,diz,
3663,knife,kuchiyo,
3664,knock down,derrokar,
3665,knot oneself,echarse anyudo,
3666,know,saver,
3667,know;recognize,konoser,
3668,knowingly,todo en saviendo,
3669,lack,mankar;faltar,
3670,lamb,kodrero,
3671,lame;limping,kosho/a,
3672,landlady;housewife,bulisa;mujer de kaza,
3673,language;tongue,lashón,
3674,last;endure,turar,
3675,late,tadre,
3676,latin,latin,
3677,latin,latin;latino,
3678,lawyer,avokato,
3679,lay down,apozar,
3680,laziness,pareza;haraganud,
3681,lazy,paresozo/a;haragan,
3682,leap;jump,saltar,
3683,learn,aprender,
3684,leave;abandon,deshar,
3685,leek,prasa,
3686,left,siedra,
3687,left-handed,siedrero/a,
3688,lemon,limon,
3689,less,mánko;mánka,
3690,let us see,veremos,
3691,letter,letra,
3692,letter;card,karta,
3693,letter;written document,eskrita,
3694,level,nivel,
3695,liar,mentiroso/a;mintirozo/a,
3696,licence;permission,lisensia,
3697,lid,tapon,
3698,lie,mentira;mintira,
3699,lie down,echarse,
3700,lie down,espandirse;echarse,
3701,life,vida,
3702,light,luz,
3703,light;ignite,asender,
3704,light;trivial,liviano,
3705,lightning,rayo,
3706,limit,limito,
3707,limp,flosho/a,
3708,lipstick,ruj,
3709,list,lísta,
3710,literature,literatúra,
3711,live,bivir,
3712,arrapa el guerko,Leshos de todo,
3713,livestock,trupa de bestia,
3714,load;charge,kargar,
3715,lock,serradura,
3716,logic,lojika,
3717,long,largo/a,
3718,long,lungo,
3719,longing;nostalgia,eskarinyo,
3720,look,mirar,
3721,look alike,pareserse,
3722,look;glance,mirada,
3723,lose,pedrer;piedrer,
3724,lose,piedrer,
3725,love;like,kerer bien,
3726,lucid,lusido/a,
3727,luck;fortune,suerte,
3728,lunch;picnic,merendar;piknikar,
3729,lungs,pulmones,
3730,luxurious,luksyozo/a,
3731,luxury,lukso,
3732,machine,makina,
3733,magazine,revista,
3734,es el simbolo del puevlo djudio Eskudo de David,Una,
3735,magnificent,manyifiko/a,
3736,maid;servant,moso/mosa,
3737,main street;highway,kamino prinsipal,
3738,maintain;sustain,mantener,
3739,major,mayor,
3740,majority,majorita,
3741,make a present of,arregalar,
3742,make a present of,azer regalo,
3743,make evident,averdadear,
3744,make flirtatious remark,azer shakaruka,
3745,make use of,dispozar,
3746,make-up,makiyarse,
3747,man,ombre,
3748,manage,kontentarse,
3749,manifest,manifestar,
3750,manner,manera,
3751,mark;brand,marka,
3752,market garden,bostan,
3753,marquee;canopy,tenta,
3754,marry,kazar,
3755,material,material,
3756,maximum,maksimo,
3757,May,máyo,
3758,may God wish,ishalla,
3759,me;to me;myself,me,
3760,meaning,sinyifikasion,
3761,meanwhile,entremientes,
3762,measure,mesurar,
3763,measure;step,prekosion,
3764,meat,karne,
3765,medal,medalya,
3766,medicine;drug,kura,
3767,medicine;remedy,milizina,
3768,meditate,meditar,
3769,meeting,enkontro,
3770,member,miembro,
3771,memorable,memoravle,
3772,memory,memoria;tino,
3773,merchant,komersante,
3774,message,mesaje,
3775,middle,medio,
3776,midnight,medianoche,
3777,military service,servisio militar,
3778,milk,leche,
3779,million,milyon,
3780,mine;my,mío;míyo;mía;míya,
3781,minimum,minimum,
3782,minister,minístro,
3783,minor,minor,
3784,minute,minúto,
3785,minute,minúto,
3786,miracle,mirakolo;milagro,
3787,mirror,espejo,
3788,misery,mizeria,
3789,misfortunate;unlucky,desmazaládo/desmazaláda,
3790,misfortune,desgrasia,
3791,misfortune;mishap;waste,manzíya,
3792,ke no vayga en manziya Mozotros dizimos,Pekado i,
3793,mist,nevlina,
3794,mist;fog,bruma;duman,
3795,mistake,yerro,
3796,mister,musyu,
3797,mistrust,deskonfiensa,
3798,misty;foggy,brumozo,
3799,mock,burlarse de,
3800,mode;manner,modo,
3801,moderate oneself;temper down,arresentarse,
3802,modern,modérno;modérna,
3803,molar tooth,muela,
3804,molest,fishugar,
3805,mom,mama,
3806,moment,momento,
3807,moment;minute,punto,
3808,Monday,lúnes,
3809,money,dinero,
3810,money,moneda;para,
3811,money,paras,
3812,monosyllable,monosilabo,
3813,month,mez,
3814,moon,lúna,
3815,Moorish,moro/mora,
3816,moral,moral,
3817,more,maz,
3818,more,mas,
3819,morning,demanyana,
3820,morning;tomorrow,manyana,
3821,morphine,morfina,
3822,mother,mádre,
3823,mother tongue,lingua maternal,
3824,motor,motor,
3825,motorboat,barka motorizada,
3826,motorcycle,motosikleta,
3827,mount;get up on,suvir,
3828,mountain,montanya,
3829,mourning,dolio,
3830,moustache,mustacho,
3831,mouth,bóka,
3832,move;shake,menear,
3833,move;shift,meter en movimiento,
3834,much,muncho,
3835,mud,lódo,
3836,Municipality,Munisipalidad,
3837,museum,muzéo;muséo,
3838,mushroom,shampinyon,
3839,music,muzika,
3840,must,kále,
3841,mutually,uno a otro,
3842,my;me,mi,
3843,nail,unya,
3844,name,nombre,
3845,nape,piskueso,
3846,nation,nasyon,
3847,national,nasional,
3848,nature,natura,
3849,nazi,nazi,
3850,near;close,serka,
3851,near;close,serkano/a,
3852,near;next,proksimo;proksima,
3853,neat;stylish,elegante,
3854,necessary,menestér,
3855,necessary,nesesario,
3856,necessity,nesesidad,
3857,neck,garganta,
3858,need,nesesitar;tener menester,
3859,needle-hole,burakito de alguja,
3860,negative,negativo/a,
3861,neighbour,vezino/a,
3862,neither nor,ni ni,
3863,nervous,inyervozo/a,
3864,nest,nido,
3865,net,red,
3866,never,nunka,
3867,new,muevo/a,
3868,news,avizo,
3869,news,novedades;avizos,
3870,news;information,habér,
3871,newspaper,gazeta,
3872,newspaper,jurnal,
3873,next month,el mez ke viene,
3874,next;following,siguiente,
3875,next;near,el de despues,
3876,night,noche,
3877,noble,novle,
3878,noise,bruido,
3879,noon,mediodia;midi,
3880,nose,nariz,
3881,nostalgia,nostaljia,
3882,notably,notavlamente,
3883,notebook,tefter,
3884,nothing,nada,
3885,notice,observar,
3886,notice,rendérse kuénto;dárse kuénto,
3887,novel;romance,romanso,
3888,oak,rovle,
3889,obedient,ovedesyente;obeisente,
3890,obey,ovedecer;obeisar,
3891,object,objekto,
3892,objective,objektivo/a,
3893,obligation,ovligasion,
3894,obstacle,obstakolo,
3895,obtain,obtener,
3896,occasion,okazion,
3897,occupy,okupar,
3898,of course,naturalmente,
3899,offer,ofrir,
3900,office;study,büro,
3901,official,ofisial,
3902,official document,dokumento ofisial,
3903,officiating rabbi,hazán,
3904,oil,azete,
3905,old,viejo/a,
3906,old;aged,viejo/a;aedado/a;nikochiri,
3907,on;on top;about,endriva;sovre,
3908,on;on top;about,enriva;sovre,
3909,one-armed,sin braso,
3910,onion,sevoya,
3911,only,solamente,
3912,only,solo,
3913,open,avrir,
3914,opening,avyertura,
3915,operate,operar,
3916,operetta,operetta,
3917,opinion,opinion,
3918,opportune,oportuno,
3919,opportune,konveniente,
3920,opportunity,oportunidad,
3921,oppose,opozar,
3922,opposite to,enfrente de,
3923,oppress,oprimir,
