entry,word,translation,partofspeech
939,espekular,speculate,
940,esperansa,hope,
941,esperar,hope,
942,espertar,wake,
943,espertarse,awaken,
944,espesial,special,
945,espesialménte,especially,
946,espierto/a,awake;smart,
947,espor,sport,
948,espozorio,engagement,
949,estableser,establish,
950,estado,state,
951,estampa,stamp,
952,estampar,stamp,
953,Estanbol,Istanbul,
954,estar desrepozado,feel uncomfortable,
955,estar repozado,feel comfortable,
956,estar seguro,be certain,
957,estasion de benzin,gas station,
958,este,east,
959,este/esta,this,
960,estimádo,esteemed,
961,estimár,esteem,
962,estomago,stomach,
963,estória;istória;estórya,story;history,
964,estórias;istórias;estóryas,gossip,
965,estragalákya,roasted chick pea;white,(f)
966,estranyo,strange,
967,estrécho,narrow,(adj)
968,estreya,star,
969,estridia,oyster,
970,estropiarse,get damaged,
971,estudiante;elevo,student,
972,estudiar,study,
973,estúdio,study,
974,estupendo/a,stupendous,
975,etaj;apartamento,apartment,
976,Ets;etsétera,etc;et caetera;and so on,
977,Evropa,Europe,
978,éya,she;her,
979,éyos,they;them,(pron)
980,Ezmirna,Smyrna,
981,fácha;faz;kára,face,
982,fada,fairy,
983,fadado/a,fated,
984,fakto,fact,
985,falitar,be ruined;be bankrupt,
986,falta,fault;error,
987,fama,fame,
988,familiar;familyar,familiar,
989,famíya,family,(f)
990,famozo/a,famous,
991,fantastiko/a,fantastic,
992,fantazía;fantezíya,fantasy,(f)
993,farmasiya,pharmacy,
994,fásha,nappy;diaper,(f)
995,fashadúra,baby clothes,(f)
996,fashisto/a,fascist,
997,fásil;koláy,easy,(adj)
998,fastidiozo/a,annoying,
999,fatigado/a,tired,
1000,fatigar,tire,
1001,favlár,speak,(v)
1002,favor,favour,
1003,fazer,do;make,
1004,fedér,stink;reek;irritate,(v)
1005,federasion,federation,
1006,feliche,happy,
1007,felisida,happiness;felicity,
1008,felisitasion,congratulation,
1009,feo/a,ugly,
1010,ferida,injury;wound,
1011,ferido/a,hurt,
1012,ferír,hurt;injure,(v)
1013,feúzya;fiúzia;feguza,trust;faith,(f)
1014,fey,faith;belief,
1015,fiádo,on trust,(adj)
1016,fiárse,rely;trust,(v)
1017,fidél,faithful;loyal,(adj)
1018,fidéos,vermicelli,(m)
1019,fiérro;fyérro,iron,(m)
1020,fiesta,feast,
1021,fiestar,feast,
1022,figura,face;shape,
1023,fíjo,boy;son/girl;daughter,(m/f)
1024,fiksár,fix;fasten;secure,(v)
1025,fíkso,fixed,(adj)
1026,filmo,film;movie,
1027,filozofia,philosophy,
1028,fin,end,(la)
1029,fin de semana,week-end,
1030,fin;asta,till,
1031,final,final;end,
1032,finalmente,finally,
1033,findján;fildján;fidján,cup,(m)
1034,fíno,fine;delicate,(adj)
1035,fírma,signature,(f)
1036,firmár,sign,(v)
1037,fishugar,molest,
1038,físta,till;until;up till,(konj)
1039,fláko,thin;weak;feeble,(adj)
1040,flama,flame,
1041,flecha,arrow,
1042,fljónes,fresh black-eyed beans,(m)
1043,flor,flower,
1044,floristo/a,florist,
1045,flosho/a,limp,
1046,flota,fleet,
1047,folklór,folklore,
1048,fondasion,foundation,
1049,fondo,bottom;background,
1050,fonksion,function,
1051,fonksionar,function,
1052,forma,form;shape,
1053,formar,form;shape,
1054,forsar,impose,
1055,fortúna,fortune;luck,(f)
1056,fotó,photo,(f)
1057,fotografia,photo,
1058,fotolyo,armchair,
1059,fotolyo,orchestra seat,(en teatro)
1060,frágua,building;construction,(f)
1061,fraguár,to build;to construct,(v)
1062,fránko;fránka,frank;open;Frankish,
1063,fransez,French,
1064,fraza,sentence;phrase,
1065,fregar,scrub;wash;rub,
1066,freír;friyír,fry,(v)
1067,freno,brake,
1068,frente,forehead,
1069,fresko/a,fresh,
1070,frijidér,refrigerator,(m)
1071,frío;fríyo,cold,(m)
1072,frontiera,frontier,
1073,fruchiguár,produce;multiply,(v)
1074,fruta,fruit,
1075,frutero,fruit seller,
1076,frutiera,fruit bowl,
1077,fruto del pino,pine-cone,
1078,fuégo;huégo,fire,(m)
1079,fuérsa;huérsa,force;strength,
1080,fuerte,strong,
1081,fuerte,naughty,(kreatura)
1082,funesto/a,unfortunate,
1083,fúrcha,brush,(f)
1084,furtúna,storm,(f)
1085,fusta,skirt,
1086,futbol,football,
1087,futúro,future,
1088,fuyir,run away;escape,
1089,fuzil;tufenk,shotgun,
1090,galécha,clog,(f)
1091,gamba,prawn,
1092,gána,desire,(f)
1093,ganeden,paradise;Garden of Eden,
1094,garganta,neck,
1095,garon,throat,
1096,garson/a,waiter - waitress,
1097,gato,cat,
1098,gayardiya,gracefulness,
1099,gayina,hen,
1100,gayinero,henhouse,
1101,gayo,cock,
1102,gazeta,newspaper,
1103,gazoza,aerated water,
1104,gerra,war,
1105,giador/a,guide,
1106,ginnam,hell,
1107,gitara,guitar,
1108,givír;gevír,lord;master,(m)
1109,gizár,cook,(v)
1110,godro/a,fat,
1111,godrura;gudrura,fatness;fat,
1112,goler,smell,
1113,golor,smell;scent,
1114,gómo,filling,(m)
1115,governo,government,
1116,gozár,enjoy,(v)
1117,grado,grade,
1118,gramátika,grammer,
1119,gramer,grammar,
1120,grande,big,
1121,grándes,the great;the elder,
1122,grasia,grace,
1123,grasias,thanks,
1124,grave,grave;serious,
1125,grégo,Greek,(m+f)
1126,gritar,roar;bellow,
1127,grito,yell;scream;shout,
1128,grizo/a,grey,
1129,groseríya,coarseness;rudeness,(f)
1130,grúpo,group,(m)
1131,guadrar,hide;keep,
1132,Guay!;Ay!,Alas!;Oh!,(interj)
1133,guérko,Satan;devil,(m)
1134,guerta,small garden,
1135,guertalano/a,gardener,
1136,guésmo,smell,(m)
1137,gueso,bone,
1138,guevo,egg,
1139,gustár,please;be pleasing,
1140,gustárse,rejoice,
1141,gusto,pleasure;taste,
1142,guzano,worm,
1143,habér,news;information,
1144,hadrárse,jostle;flounder about,(v)
1145,hádras,pretentious;affected manners;,(f/pl)
1146,hadrózo,affected;pretentious,(adj)
1147,haftoná,thrashing,(f)
1148,hahám,rabbi;expert,
1149,halís,pure;genuine,(adj)
1150,hamál;hammál,porter;carrier,(m)
1151,hamburger,hamburger,
1152,haryénto,worm-eaten;rotten,(adj)
1153,hatir,favour,
1154,hazán,officiating rabbi,
1155,hazino/a,ill;sick,
1156,hazinura,illness;sickness,
1157,hohómbro,cucumber,(m)
1158,i,and,(konj)
1159,idea,idea,
1160,idióma,idiom,(m)
1161,igo,fig,
1162,igual,equal;same,
1163,ija,girl;daughter,
1164,ijo,boy;son/girl;daughter,(m/f)
1165,íjos,children,(m/pl)
1166,iluzion,illusion,
1167,imaje,image,
1168,imajinar,imagine,
1169,imediatamente,immediately,
1170,imenso/a,immense,
1171,imitar,imitate,
1172,impasiente,impatient,
1173,impedimiento,impediment,
1174,impedir,stop;prevent,
1175,imperador,emperor,
1176,imperio,empire,
1177,importár,import,(v)
1178,imprimeríya;emprimeríya,printing-house,(f)
1179,imprimír;emprimír,print,(v)
1180,imprudensia,imprudence,
1181,inchir,fill;stuff,
1182,indechizo/a,undecided,
1183,indemas,besides;moreover,
1184,indiána,turkey,(f)
1185,indiáno,turkey,(m)
1186,indisio,clue,
1187,industrial,industrial,
1188,infasio,boredom,
1189,inferno,hell,
1190,influensa,influence,
1191,informar,inform,
1192,informasion,information,
1193,infrastruktura,infrastructure,
1194,inisial/a,initial,
1195,inisiar,initiate,
1196,inkieto/a,restless;worried,
1197,inkizision,inquisition;inquiry,
1198,inklinár,incline;stoop,(v)
1199,inkluir,include,
1200,inkluzo,included,
1201,inkonvenivle,inconvenient,
1202,inosente,innocent,
1203,inseguridad,insecurity,
1204,insidente,incident,
1205,institúto,institute,
1206,instrumento de lokomosion,vehicle,
1207,intelijente,intelligent,
1208,intensifikar,intensify,
1209,intestino,intestine;gut,
1210,intimidad,intimacy,
1211,introduksion,introduction,
1212,introduzir,introduce,
1213,intrumiento de kaza,electrical home appliances,
1214,investigador,investigator,
1215,investigasion,investigation,
1216,investir,invest,
1217,invitado/a,guest,
1218,invitar,invite,
1219,invitasion,invitation,
1220,inyervozo/a,nervous,
1221,inyéto,grandchild,(f/m)
1222,inyeve,snow,
1223,ir,go;march;suit,
1224,ir a komprar/emplear,go shopping,
1225,ir de mal en peor,from bad to worse,
1226,íra;bírra,great anger;fury,(f)
1227,irse,go,
1228,ishalla,may God wish,
1229,italiano,Italian,(adj)
1230,ivrít,Hebrew,
1231,ízla;ísla,island,(f)
1232,japonezo/a,japanese,
1233,jenerál;djenerál,general,(adj)
1234,jenerálmente,generally,(adv)
1235,jenerasion,generation,
1236,Jenero,January,
1237,jenerozo/a,generous,
1238,jeraniom,geranium,
1239,júnio,June,
1240,jurnal,newspaper,
1241,kacharóla,pan - casserole,(f)
1242,kada,every,
1243,káji;káje;kuáje,almost,(adv)
1244,kal,synagogue,
1245,kalavasudo;kalvo,bald,
1246,kaldo,gravy,
1247,kále,must,
1248,kaleja,street,
1249,kalem,pencil,
1250,kalifikar,qualify,
1251,kalkolo,calculation,
1252,kalmo/a,calm,
1253,kalmo;arrepozado,quiet;calm,
1254,kalor,heat,
1255,kalsado;sapato,shoe,
1256,kam de echar;dormitorio,bedroom;dormitory,
1257,káma,bed;bedding,
1258,káma,bed;bedding,
1259,kamara,cabin,
1260,kamareta,room,
1261,kamareta de estudio,study;private room,
1262,kaminar,walk,
1263,kamíno,road;way,
1264,kamino prinsipal,main street;highway,
1265,kamiza,shirt,
1266,kamizíya,piggy bank,(f)
1267,kampána,bell,(f)
1268,kampo;terreno,field,
1269,kanon,cannon,
1270,kansado/a,tired,
1271,kanserya,tiredness;fatigue,
1272,kansérya,fatigue,(f)
1273,kantador/dera,singer,
1274,kantar,sing,
1275,kantaro,pitcher,
1276,kánte,singing;popular song,
1277,kantíka;kantíga,song,(f)
1278,kánto,chant;song,
1279,kanton,corner,
1280,kanyamázo,rag;cloth,(m)
1281,kapachedad,capacity;ability,
1282,kapachi,capable,
1283,kapachitad,capacity;ability,
1284,kapo,chief;hothead,
1285,kára,cheek,
1286,kára,face;side,
1287,karakter,character,
1288,karar,quantity;decision,
1289,kardiako/a,cardiac,
1290,karesar,caress;pat,
1291,kargar,load;charge,
1292,karinyo,affection,
1293,karne,meat,
1294,karnéro,ram;sheep,(m)
1295,karo/a,dear;expensive,
1296,karosa,coach;carriage,
1297,karpuz,watermelon,
1298,karrúcha,reel;spool;pulley,(f)
1299,karta,letter;card,
1300,karúcha,wheel,(f)
1301,karvon,coal,
1302,kasap;karnesero,butcher,
1303,kasar,hunt,
1304,kasha,case;cashier's office,
1305,kashón,drawer,(m)
1306,kastanyetas,castanets,
1307,kasteyáno;kastilyáno,Castilian,
1308,katván,scribe,(m)
1309,kavakadura,hoe,
1310,kavayo,horse,
1311,kavé;kafé,coffee;café,
1312,kaver,fit,
1313,kavesa,head,
1314,kavéyo,hair,(m)
1315,kávo,end,(m)
1316,kavza,cause,
1317,kavzar,cause,
1318,kavzo,case;event,
1319,kayarse,keep quiet,
1320,kaye,street;road,
1321,kayente,hot,
1322,kayentura,fever,
1323,kayer,fall,
1324,kaza,house,
1325,kazal,village,
1326,kazalino/a,villager,
1327,kazar,marry,
1328,ke,who;which;what,
1329,ke tiene,whose,
1330,ke;kuálo,what,
1331,kedar,stay;remain,
1332,kedarse,stay;remain,
1333,keilá;kehilá;kal,synagogue,
1334,kemado/a,burnt,
1335,kemar,burn,
1336,kemarse del sol,get suntanned,
1337,ken,who,
1338,ken save,who knows,
1339,kerer,want;love,
1340,kerer bien,love;like,
1341,kerido/a,dear,
1342,keshada,chin,
1343,kesharse,complain,
1344,kestión;kestyón,question,(f)
1345,kestionário,questionnaire,(m)
1346,kézo,cheese,(m)
1347,kilo,kilo,
1348,kilometro,kilometre,
1349,kimika,chemistry,
1350,kimiko/a,chemist,
1351,kinezo/a,Chinese,
1352,Kipur,Jewish Grand Pardon and Fasting Day,
1353,kirá,rent,(f)
1354,kitar,take out;remove,
1355,kitar;echar,take out;extract,
1356,kito,divorcee,
1357,klaro/a,clear,
1358,klasa,class,
1359,klasiko/a,classic,
1360,kliente,client,
1361,kodrero,lamb,
1362,koensidar,coincide,
1363,kofté;kyofté,meatball,(f)
1364,kol,cabbage,
1365,kóla,tail;end;queue,
1366,koláy,easy,(adj)
1367,kolego/a,colleague,
1368,kolej;lise,high school,
1369,kolektividad,whole;group,
1370,kolona,column,
1371,koloniya,colony,
1372,kolonya,Cologne water,
1373,kolor,colour,(la)
1374,kolorá,anger;fury,(f)
1375,kolorádo,red,(adj)
1376,komandante,commander,
1377,kombinasion,combination,
1378,kombinezon;jupon,petticoat,
1379,komedia,comedy,
1380,komentário,comments;remarks;commentary,
1381,komer por midi,have lunch,
1382,komer yerva,graze,
1383,komér;kumér,eat,(v)
1384,komersante,merchant,
1385,komída;kumída,food,(f)
1386,komo,how,
1387,komo de betahayim,sepulchral,
1388,kompajinasyón,lay out;format,(f)
1389,kompanyero/a,companion,
1390,kompetitivo/a,competitive,
1391,komple;kostum,costume;suit,
1392,kompletamente,completely,
1393,komplido,completed,
1394,komplimento;komplimieento,compliment,
1395,komplir,fulfil,
1396,kompuesto,compound,
1397,komputadóra;kompúter,computer,
1398,komun,common,
1399,komunidád;komunitá,community,
1400,komunikar,communicate,
1401,kon,with,
1402,kon mi,with me,
1403,kon si mizmo,with himself/her/you,
1404,kon ti,with you,
1405,kondanasion,condemnation;sentence,
1406,kondision,condition,
1407,kondukta,conduct,
1408,konduktor/a,conductor,
1409,konduzir,drive,
1410,Konferénsia;konferensya,conference,(f)
1411,konfiar,entrust,
1412,konfidensia,confidence;secret,
1413,konfiensa,confidence,
1414,konfirmar,corroborate,
1415,konfonder,confuse;mix;mingle,
1416,konfuzo/a,confused,
1417,kongreso,congress,
1418,konjeladór,freezer,(m)
1419,konkluzion,conclusion,
1420,konkuistar,conquer,
1421,konoser,know;recognize,
1422,konosido/a,well-known;familiar,
1423,konsedér,concede,(v)
1424,konséja;kuénto,story,
1425,konsejar,advise,
1426,konsejo,advice;counsel,
1427,konsekuensa,consequence,
1428,konsensia;konsensya,conscience,
1429,konsentir,consent,
1430,konserto,concert,
1431,konservar,preserve,
1432,konsiderar,consider,
1433,konsiderarse,consider oneself,
1434,konsolár,console;comfort,(v)
1435,konsolasión,consolation;comfort,(f)
1436,konsolato,consulate,
1437,konsonante,consonant,
1438,konstante,constant,
1439,konsternasion,consternation,
1440,konstruir,build,
1441,konsul,consulate,
1442,kontakto,touch,
1443,kontar,count;tell,
1444,konteksto,context,
1445,kontemplar,contemplate,
1446,kontener,contain;keep in check,
1447,kontenerse,hold os in check,
1448,kontentar,please,
1449,kontentarse,manage,
1450,kontente,content;pleased,
1451,kontinuado,continuous,
1452,kontinuál,continual,(adj)
1453,kontinuar,continue;proceed,
1454,kontinuidad,continuity,
1455,kontinúo,continuous,(adj)
1456,kontra,against;opposite,
1457,kontrario,contrary,
1458,kontribusyon,contribution,
1459,kontrolar,control,
1460,kontuar,counter;stand,
1461,konveniente,opportune,
1462,konvenser,convince,
1463,kopéta;kofté,meat patty;meatball,(f)
1464,kopia;kopya,copy,
1465,koraje,courage,
1466,korajozo,brave,
1467,korason,heart,
1468,kórcho,cork,(m)
1469,korektamente,correctly,
1470,koridor,corridor,
1471,korijar,correct,
1472,koro,choir,
1473,korrer,run,
1474,korrida,run;dash;bull-fight,
1475,korriente,current,
1476,korso,course,
1477,kortar,cut,
1478,Korte,Court,
1479,kortijo,farmyard;patio,
1480,kortina,curtain,
1481,kórva;kúrva,bend;turn,(f)
1482,koshkiyas,tickling,
1483,kosho/a,lame;limping,
1484,kósta,coast;shore,(f)
1485,kostar,cost,
1486,kóste,cost;price,(m)
1487,kostúmbre,custom;habit,
1488,kotidiano/a,daily,
1489,kovdo,elbow,
1490,koza,thing,
1491,kozer,cook,
1492,kozína;kuzína;mutpák,kitchen,
1493,kravata,tie,
1494,krear,create,
1495,kreatura,child,
1496,krem karamel,cream caramel,
1497,kreser,grow;increase,
1498,kreyer,believe,
1499,kriansa,creature,
1500,kriatura,child,
1501,krimen,crime,
1502,krio/a,young child,
1503,kristiáno;kristiána,christian,
1504,kriter,criterion,
1505,kriza,crisis,
1506,krúdo,raw,(adj)
1507,kruzada,crusade,
1508,kuadro,frame,
1509,kuadro,frame,
1510,kuafor;berber,hairdresser;barber,
1511,kuál;kuála,which,
1512,kualidad,quality,
1513,kualkiér;kualkyér,any,(adj/pron)
1514,kuálo,what,
1515,kuando,when,
1516,kuánto,how much,
1517,kuántos;kuántas,how many;all those,
1518,kuárto,quarter,(m)
1519,kuatrén;kuartén,fourth,(adj)
1520,kuatro,four,
1521,kuchara,spoon,
1522,kuchiyo,knife,
1523,kuchundúrya,cauliflower,(f)
1524,kuchundúrya,beets,(f)
1525,kudiado;atension,worry;attention,
1526,kudiar,take care;worry;look after,
1527,kuedra,rope,
1528,kuénto,account;bill,
1529,kukla,doll,
1530,kukuvaya,owl,
1531,kulá;kulé,tower,
1532,kulevra,snake,
1533,kúlo,behind;bottom;anus,(m)
1534,kulpa,fault,
1535,kultivado/a,cultivated,
1536,kultura,culture,
1537,kulturál,cultural,
1538,kulupíya;koliflór,cauliflower,(f)
1539,kumplir,accomplish,
1540,kuna,swing;cradle,
1541,kunarse,swing oneself,
1542,kunduradji;kunduryéro,cobbler;,(m)
1543,kundúrya,shoe,(f)
1544,kupa,glass;tumbler,
1545,kura,medicine;drug,
1546,kuréar,set;cheat,(v)
1547,kuriozamente,curiously,
1548,kuriozita,curiosity,
1549,kuriozo/a,curious,
1550,kúrso,course,
1551,kurto/a;bashitiko/a,short,
1552,kusúr,rest;remainder;leftover,(m)
1553,kuvrir;kuvijar,cover,
1554,kuzir,saw,
1555,la,the;she;her,
1556,laboriozo/a,hard-working;industrious,
1557,lado,side,
1558,ladrón,thief,(m/f)
1559,lampas de trafik,traffic light,
1560,lándra;lándre,plague,(f)
1561,lansar,throw;hurl;launch,
1562,lansarse;echarse,jump;launch out,
1563,largo/a,long,
1564,lashón,language;tongue,
1565,latin,latin,
1566,latin;latino,latin,
1567,lavar,wash,
1568,lavarse,wash,
1569,lavorar,work,
1570,lavoro,work,
1571,lavóro,work;job,
1572,le,him;to him;to her;to it,
1573,leche,milk,
1574,lektor,reader,
1575,lentamente,slowly,
1576,leshano/a,far,
1577,léshos,far,(adv)
1578,letra,letter,
1579,ley,law;rule,(f)
1580,libertad,freedom,
1581,libre;libero,free,
1582,lígado;fégado,liver,(m)
1583,limito,limit,
1584,limon,lemon,
1585,limpiéza;limpyéza,cleanliness,(f)
1586,límpio;límpyo;límpia,clean,(adj)
1587,lindo/a,pretty,
1588,lingua maternal,mother tongue,
1589,língua;léngua,tongue;language,(f)
1590,linguístika,linguistics,(f)
1591,lira,Turkish currency,
1592,lisensia,licence;permission,
1593,lísta,list,
1594,lisyón,lesson;warning,(f)
1595,literatúra,literature,
1596,liviano,light;trivial,
1597,lívro,book,(m)
1598,lo,that;which;it;him,
1599,lódo,mud,
1600,lojika,logic,
1601,lóko,mad,(adj)
1602,lokúra,madness,(f)
1603,lonso,bear,(m)
1604,lovo,wolf,
1605,luchár,struggle,(v)
1606,luénga;aluénga,tongue,(f)
1607,lugar,place,
1608,lukso,luxury,
1609,luksyozo/a,luxurious,
1610,lúna,moon,
1611,lúnes,Monday,
1612,lungo,long,
1613,lusido/a,lucid,
1614,luvia,rain,
1615,luz,light,
1616,luzio/a,pretty;nice,
1617,ma,but,
1618,ma,but,
1619,ma;áma,but,(konj)
1620,maále,district,(f)
1621,mabúl,flood;great quantity,(m)
1622,madám,Mrs;madam,(f)
1623,mádre,mother,
1624,madrugada,dawn,
1625,maestro/a,teacher;master,
1626,magazén,shop;store,(m)
1627,maho/a,quiet,
1628,majiskula,capital letter,
1629,majorita,majority,
1630,makarón rayádo,baked macaroni,(m)
1631,makina,machine,
1632,makiyarse,make-up,
1633,maksimo,maximum,
1634,mal,evil,
1635,maldicho/a,damned,
1636,malgrádo,although;though,
1637,malláh,angel,(m)
1638,malo/a,bad;naughty,
1639,málo;mála,bad;naughty,
1640,malorozamente,unfortunately,
1641,mama,mom,
1642,manadéro,source;origin,(m)
1643,manár,flow;fig abound,(v)
1644,mancha,stain,
1645,mandár,send,
1646,manera,manner,
1647,manga,sleeve,
1648,manifestar,manifest,
1649,mankar;faltar,lack,
1650,mánko;mánka,less,
1651,mano,hand,
1652,mansana,apple,
1653,mansevéz,youth,(f)
1654,mansévo,young person,(m/f)
1655,mansheta,cuffs,
1656,mantel,tablecloth,
1657,mantener,maintain;sustain,
1658,manya,habit,
1659,manyana,morning;tomorrow,
1660,manyifiko/a,magnificent,
1661,manzíya,misfortune;mishap;waste,
1662,mar,sea,(la)
1663,maraviyárse,marvel;wonder,(v)
1664,maraviyózo;maraviyóza,marvelous,(adj)
1665,mareo;shasheo,vertigo;giddiness,
1666,marído,husband,
1667,marka,mark;brand,
1668,márso,March,(m)
1669,mártes,Tuesday,(m)
1670,marunchínos,almond macaroons,(m)
1671,mas,more,
1672,mása,dough,
1673,mashkar,chew,
1674,matar,kill,
1675,material,material,
1676,maydanoz,parsley,
1677,máyo,May,
1678,mayor,major,
1679,maz,more,
1680,mazál;,fate;destiny;sort;chance;lot,(m)
1681,mazalózo,fortunate,(adj)
1682,me,me;to me;myself,
1683,meará,cave;cavern,(f)
1684,medalya,medal,
1685,média,half,
1686,medianoche,midnight,
1687,medikería,medicine,(f)
1688,mediko;doktor,doctor,
1689,medio,middle,
1690,mediodia;midi,noon,
1691,meditar,meditate,
1692,medra,shit,
1693,mehorám,excommunicated person;rascal;,(m)
1694,meldadura,reading,
1695,meldar,read,
1696,memoravle,memorable,
1697,memoria;tino,memory,
1698,mendrúgo;mindrúgo,leftover bread,(m)
1699,menear,move;shake,
1700,menestér,necessary,
1701,menk,touchstone,(m)
1702,ménos,mimus,(adv)
1703,ménos;mánko,minus;less,(adv)
1704,mentira;mintira,lie,
1705,mentiroso/a;mintirozo/a,liar,
1706,meoyo,brain,
1707,meoyo;razon,reason,
1708,merendar;piknikar,lunch;picnic,
1709,mereser,deserve,
1710,merikiarse,worry,
1711,merkar,buy,
1712,merseriya,haberdashery,
1713,mersí,thanks,
1714,mesaje,message,
1715,mesklár,mix,(v)
1716,mesurar,measure,
1717,meter al mundo,give birth,
1718,meter en lugar de,replace,
1719,meter en movimiento,move;shift,
1720,meter;pozar,put,
1721,metro,subway,
1722,mez,month,
1723,meza,table,
1724,mi,my;me,
1725,miél;myél,honey,(f)
1726,miembro,member,
1727,miéntres;myéntres,while,(prep)
1728,mijor,better,
1729,mijorádo,improved,(adj)
1730,mil,thousand,
1731,milizina,medicine;remedy,
1732,milyon,million,
1733,mína,pastry,(f)
1734,minimum,minimum,
1735,minístro,minister,
1736,minor,minor,
1737,minúto,minute,
1738,minúto,minute,
1739,mío;míyo;mía;míya,mine;my,
1740,mirada,look;glance,
1741,mirakolo;milagro,miracle,
1742,mirar,look,
1743,mishpahá,clan;family,(f)
1744,mismo/a,same,
1745,mitad,half,
1746,miyope,short-sighted,
1747,mizeria,misery,
1748,mizmo,same,
1749,moble,furniture,
1750,modérno;modérna,modern,
1751,modo,mode;manner,
1752,mofózo,mouldy,(adj)
1753,mogádos;masapan,marzipan,(m)
1754,mojar,wet,
1755,molestar,annoy;bother,
1756,momento,moment,
1757,moneda;para,money,
1758,monosilabo,monosyllable,
1759,montanya,mountain,
1760,monton,heap,
1761,moral,moral,
1762,morár,live;dwell;reside,(v)
1763,arrapa el guerko,Leshos de todo,
1764,moreno/a,dark;brown,
1765,morfina,morphine,
1766,moro/mora,Moorish,
1767,mortája,shroud,(f)
1768,mos,us;to us;ourselves,(pron)
1769,moshka,fly,
1770,moso/mosa,maid;servant,
1771,motel,inn;motel,
1772,motor,motor,
1773,motosikleta,motorcycle,
1774,mozótros/mozótras,we;us,
1775,muchacho/a,boy;girl,
1776,muchiguár,increase;multiply;augment,(v)
1777,muela,molar tooth,
1778,muerte,decease;death,
1779,muestro/muestra,our,
1780,muevo/a,new,
1781,muéz,walnut,(f)
1782,mujer,woman,
1783,muncho,much,
1784,mundar,peel,
1785,mundial,world-wide,
1786,mundo,world,
1787,mungrinéar,whine,(v)
1788,Munisipalidad,Municipality,
1789,murir,die;expire;pass away,
1790,mursá,unlovable;sulky,(f)
1791,musafir,guest,
1792,musandará;mansárda,attic;garret,(f)
1793,músho,lip,(m)
1794,mustacho,moustache,
1795,musyu,mister,
1796,muy,very,
1797,muzéo;muséo,museum,
1798,muzika,music,
1799,nada,nothing,
1800,nadar,swim,
1801,nariz,nose,
1802,nariz,muzzle,(de animal)
1803,naser,be born,
1804,nasional,national,
1805,nasyon,nation,
1806,natura,nature,
1807,naturalmente,of course,
1808,navaja,jack-knife,
1809,nave;vapor,ship,
1810,nazi,nazi,
1811,negativo/a,negative,
1812,neglijar,neglect,(v)
1813,negosio;echo,business;trade,
1814,negregúra,evil;badness,(f)
1815,négro,bad,(adj)
1816,nesesario,necessary,
1817,nesesidad,necessity,
1818,nesesitar;tener menester,need,
1819,nevlina,mist,
1820,ni ni,neither nor,
1821,nido,nest,
1822,ningúno,none,(pron)
1823,nivel,level,
1824,no,no;not,(adv)
1825,no reushir el egzamen,fail the exam,
1826,noche,night,
1827,Noel,Christmas,
1828,nombre,name,
1829,nono,grandfather,
1830,norte,north,(m)
1831,nostaljia,nostalgia,
1832,notar,annotate,
1833,notavlamente,notably,
1834,novedades;avizos,news,
1835,nóvio;nóvyo/nóvia;nóvya,fiancé;fiancée;,
1836,novle,noble,
1837,nuáns;nuánsa,nuance;minute difference,(f)
1838,número,number;item;turn,(m)
1839,nunka,never,
1840,nuvlozo,cloudy,
1841,o,or;either or,
1842,objektivo/a,objective,
1843,objekto,object,
1844,observar,notice,
1845,obstakolo,obstacle,
1846,obtener,obtain,
1847,ochen,eighth,
1848,ofisial,official,
1849,ofisio,craft;trade,
1850,ofrir,offer,
1851,ograsheár;ugrasheár,strive;struggle hard,(v)
1852,ogurar,augur,
1853,ójo,eye,(m)
1854,okazion,occasion,
1855,oksidente,west,
1856,oktúbre;októbre,October,(m)
1857,okupádo,busy,(adj)
1858,okupar,occupy,
1859,olokósto,holocaust,(m)
1860,olvidár;ulvidár,forget,(v)
1861,olvidárse;ulvidárse,forget,(v)
1862,ombre,man,
1863,ombro,shoulder,
1864,omenaje,homage,
1865,onor,honour,
1866,onze,eleven,
1867,operar,operate,
1868,operetta,operetta,
1869,opinion,opinion,
1870,oportunidad,opportunity,
1871,oportuno,opportune,
1872,opozar,oppose,
1873,oprimir,oppress,
1874,óra,time;watch;clock;hour,(f)
1875,óra de bráso,wrist-watch,(f - m)
1876,orasion,prayer,
1877,orasionar,pray,
1878,orden,order,
1879,ordenado/a,orderly,
1880,ordenar;meter orden,order;arrange,
1881,ordinario;bayagi,ordinary;common,
1882,ordovres;apetites,snacks;titbits,
1883,oreja,ear,
1884,organizador,organizer,
1885,organizasión,organization,(f)
1886,orgolyo,pride,
1887,orientar,orientate,
1888,oriénte;oryénte,east;orient,(m)
1889,oríjen;orijín,origin;source,(f)
1890,orijinal,original,
1891,orivle,horrible,
1892,orno,oven,
1893,oro,gold,
1894,ortografía;ortografíya,spelling,(f)
1895,ospital;espital;eshpital;ispital,hospital,
1896,ospitalidad,hospitality,
1897,otél,hotel,(m)
1898,otobus,bus;motor-coach,
1899,otománo,Ottoman,(m+adj)
1900,otonyo,autumn,
1901,otro/a,other,
1902,otros,others;more,
1903,ovedecer;obeisar,obey,
1904,ovedesyente;obeisente,obedient,
1905,ovéja,sheep,(f)
1906,ovligar,force;compel,
1907,ovligasion,obligation,
1908,ovra,work,
1909,oy,today,
1910,oy demanyana,this morning,
1911,oyír;oír,hear;listen,(v)
1912,ozar,dare,
